LocalizedTable,en,uk
@/Equip_9043_Name,Engineer Hard Hat,Каска інженера
@/Equip_9044_Name,Sunglasses,Сонцезахисні окуляри
@/Equip_9045_Name,Glasses,Окуляри
@/Equip_9046_Name,Flat Cap,Плоска кришка
@/Equip_9047_Name,Bucket Hat,Ковшовий капелюх
@/Equip_9048_Name,Cowboy Hat,Ковбойський капелюх
@/Equip_9049_Name,Top Hat,Циліндр
@/Equip_9050_Name,Officer's Hat,Офіцерський капелюх
@/Equip_9064_Name,Hunting Cap,Шапка мисливська
@/Equip_9065_Name,Farmer Hat,Капелюх фермера
@/Equip_9066_Name,Rancher Hat,Капелюх скотаря
@/Equip_9076_Name,Gimp Mask,Маска Gimp
@/Equip_9077_Name,Trapper Hat,Капелюх Trapper
@/Equip_9078_Name,Mining Helmet,Шахтарський шолом
@/Equip_9079_Name,Visor,Козирок
@/Equip_9900_Name,Parrot,Папуга
@/Equip_9901_Name,Hunting Dog,Мисливська собака
@/Equip_9902_Name,Attack Dog,Агресивна собака
@/Equip_9903_Name,Falcon,Сокіл
@/Equip_9904_Name,Cat,Кішка
@/Equip_9905_Name,Cat,Кішка
@/Equip_9906_Name,Cat,Кішка
@/Equip_9907_Name,Infected Chicken,Заражена курка
@/Equip_9678_Name,Thinking Cap,Капелюх Мислення
@/Equip_9679_Name,Advanced Thinking Cap,Просунтий капелюх Мислення
@/Equip_9680_Name,Chef's Toque,Капелюх шеф-кухаря
@/Equip_9000_Description,Attack +<Description>,Атака +<Description>
@/Equip_9001_Description,Attack +<Description>,Атака +<Description>
@/Equip_9002_Description,Attack +<Description>,Атака +<Description>
@/Equip_9003_Description,Attack +<Description>,Атака +<Description>
@/Equip_9004_Description,Attack +<Description>,Атака +<Description>
@/Equip_9005_Description,Attack +<Description>%,Атака +<Description>%
@/Equip_9006_Description,Attack +<Description>,Атака +<Description>
@/Equip_9007_Description,Attack +<Description>,Атака +<Description>
@/Equip_9008_Description,Attack +<Description>%,Атака +<Description>%
@/Equip_9073_Description,Attack +<Description>,Атака +<Description>
@/Equip_9074_Description,Attack +<Description>%,Атака +<Description>%
@/Equip_9075_Description,Attack +<Description>,Атака +<Description>
@/Equip_9087_Description,Attack +<Description>% \r\n[Ruins] Heavy attack hits all enemies in range,Атака +<Description>% \r\n[Руїни] Важка атака вражає всіх ворогів у радіусі
@/Equip_9091_Description,Attack +<Description> and +50%,Атака +<Description> і +50%
@/Equip_9092_Description,"Attack +<Description>, Crafting +4","Атака +<Description>, Крафт +4"
@/Equip_9012_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9013_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9014_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9015_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9016_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9017_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9018_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9019_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9020_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9021_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9022_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9069_Description,Ammo +<Description>,Боєприпаси +<Description>
@/Equip_9070_Description,Damage +<Description>,Пошкодження +<Description>
@/Equip_9071_Description,Attack +<Description>,Атака +<Description>
@/Equip_9072_Description,Acc. +<Description>%,Точ. +<Description>%
@/Equip_9051_Description,"Ammo: <Description>, Acc. +30%, Damage: 1-5","Патрони: <Description>, Точ. +30%, шкода: 1-5"
@/Equip_9009_Description,"Ammo: <Description>, Acc. +10%, Damage: 1-4","Патрони: <Description>, Точ. +10%, шкода: 1-4"
@/Equip_9010_Description,"Ammo: <Description>, Acc. +15%, Damage: 1-5","Патрони: <Description>, Точ. +15%, шкода: 1-5"
@/Equip_9011_Description,"Ammo: <Description>, Acc. +20%, Damage: 1-5","Патрони: <Description>, Точ. +20%, шкода: 1-5"
@/Equip_9052_Description,"Ammo: <Description>, Acc. +60%, Damage: 3-7","Патрони: <Description>, Точ. +60%, шкода: 3-7"
@/Equip_9053_Description,"Ammo: <Description>, Acc. +40%, Damage: 2-6","Патрони: <Description>, Точ. +40%, шкода: 2-6"
@/Equip_9054_Description,"Ammo: <Description>, Acc. +40%, Damage: 2-6","Патрони: <Description>, Точ. +40%, шкода: 2-6"
@/Equip_9055_Description,"Ammo: <Description>, Acc. +10%, Damage: 6-10","Патрони: <Description>, Точ. +10%, шкода: 6-10"
@/Equip_9056_Description,"Ammo: <Description>, Acc. +15%, Damage: 1-5","Патрони: <Description>, Точ. +15%, шкода: 1-5"
@/Equip_9057_Description,"Ammo: <Description>, Acc. +50%, Damage: 3-7","Патрони: <Description>, Точ. +50%, шкода: 3-7"
@/Equip_9058_Description,"Ammo: +1 , Acc. <Description>, Damage: 13-17","Патрони: +1 , Точ. <Description>, Пошкодження: 13-17"
@/Equip_9090_Description,"Ammo: <Description>, Acc. +30%, Damage: 7-11","Патрони: <Description>, Точ. +30%, шкода: 7-11"
@/Equip_9080_Description,"Ammo: <Description>, Acc. +50%, Damage: 2-6  \r\n[Ruins] Can repel enemies","Патрони: <Description>, Точ. +50%, шкода: 2-6 \r\n[Руїни] Може відбивати ворогів"
@/Equip_9085_Description,"Ammo: <Description>, Acc. +10%, Damage: 2-6  \r\n[Ruins] Can repel enemies","Патрони: <Description>, Точ. +10%, шкода: 2-6 \r\n[Руїни] Може відбивати ворогів"
@/Equip_9059_Description,"Damage: <Description>, one-time use","Пошкодження: <Description>, одноразове використання"
@/Equip_9060_Description,"Damage: <Description>, one-time use","Пошкодження: <Description>, одноразове використання"
@/Equip_9061_Description,"Damage: <Description>, one-time use","Пошкодження: <Description>, одноразове використання"
@/Equip_9062_Description,"Damage: <Description>, one-time use","Пошкодження: <Description>, одноразове використання"
@/Equip_9063_Description,"Damage: <Description>, one-time use","Пошкодження: <Description>, одноразове використання"
@/Equip_9086_Description,"Damage: <Description>, one-time use  \r\n[Ruins] Stuns enemies for 1 turn","Пошкодження: <Description>, одноразове використання \r\n[Руїни] Приголомшує ворогів на 1 хід"
@/Equip_9081_Description,"Damage: <Description>, one-time use  \r\n[Ruins] Can avoid combat when ambushed","Пошкодження: <Description>, одноразове використання \r\n[Руїни] Можна уникнути бою в засідці"
@/Equip_9023_Description,"Charm +<Description>, Fitness +1","Чарівність +<Description>, Фітнес +1"
@/Equip_9024_Description,Charm +<Description>,Шарм +<Description>
@/Equip_9025_Description,"Foraging +<Description>, Hunting +5","Видобуток їжі +<Description>, Полювання +5"
@/Equip_9026_Description,"Charm +<Description>, Fitness +2","Чарівність +<Description>, Фітнес +2"
@/Equip_9067_Description,Farming +<Description>,Фермерство +<Description>
@/Equip_9068_Description,Husbandry +<Description>,Господарство +<Description>
@/Equip_9027_Description,Defense +<Description>,Захист +<Description>
@/Equip_9028_Description,Defense +<Description>,Захист +<Description>
@/Equip_9029_Description,Defense +<Description>,Захист +<Description>
@/Equip_9030_Description,Defense +<Description>,Захист +<Description>
@/Equip_9031_Description,Defense +<Description>,Захист +<Description>
@/Equip_9032_Description,Defense +<Description>,Захист +<Description>
@/Equip_9033_Description,Defense +<Description>,Захист +<Description>
@/Equip_9034_Description,Defense +<Description>,Захист +<Description>
@/Equip_9082_Description,"[Ruins] Capacity +<Description>, Defense +5","[Руїни] Ємність +<Description>, Захист +5"
@/Equip_9083_Description,"[Ruins] Capacity +<Description>, Defense +5","[Руїни] Ємність +<Description>, Захист +5"
@/Equip_9084_Description,"[Ruins] Capacity +<Description>, Defense +5","[Руїни] Ємність +<Description>, Захист +5"
@/Equip_9088_Description,Defense +<Description>  \r\n[Ruins] Mitigates glacier effects,Захист +<Description> \r\n[Руїни] Пом'якшує вплив льодовика
@/Equip_9089_Description,Defense +<Description>  \r\n[Ruins] Mitigates volcano effects,Захист +<Description> \r\n[Руїни] Пом'якшує вплив вулканів
@/Equip_9035_Description,Prevents death after being Wounded,Запобігає смерті після поранення
@/Equip_9036_Description,Attack +<Description>%,Атака +<Description>%
@/Equip_9037_Description,"Speech +<Description>, Charm +1","Мова+<Description>, Чарівність +1"
@/Equip_9038_Description,Foraging +<Description>,Нагул +<Description>
@/Equip_9039_Description,"Charm +<Description>, Fitness +1","Чарівність +<Description>, Фітнес +1"
@/Equip_9040_Description,Crafting +<Description>,Крафт +<Description>
@/Equip_9041_Description,Crafting +<Description>%,Крафт +<Description>%
@/Equip_9042_Description,Crafting +<Description>%,Крафт +<Description>%
@/Equip_9043_Description,Crafting +<Description>%,Крафт +<Description>%
@/Equip_9044_Description,"Speech +<Description>, Charm +2","Мова +<Description>, Чарівність +2"
@/Equip_9045_Description,"Focus +<Description>, Charm +1","Фокус +<Description>, Чарівність +1"
@/Equip_9046_Description,"Speech +<Description>%, Charm +1","Мова +<Description>%, Чарівність +1"
@/Equip_9047_Description,"Speech +<Description>%, Charm +1","Мова +<Description>%, Чарівність +2"
@/Equip_9048_Description,"Speech +<Description>%, Charm +1","Мова +<Description>%, Чарівність +3"
@/Equip_9049_Description,"Speech +<Description>%, Charm +1","Мова +<Description>%, Чарівність +4"
@/Equip_9050_Description,"Virtue +<Description>, Charm +1","Чеснота +<Description>, Чарівність +1"
@/Equip_9064_Description,Hunting +<Description>,Полювання +<Description>
@/Equip_9065_Description,Farming +<Description>,Фермерство +<Description>
@/Equip_9066_Description,Husbandry +<Description>,Господарство +<Description>
